Restaurant Name,Place Type,Cuisines,Cuisine Regionality,Price for 2,Restaurant Rating,Restaurant Review,Restaurant Address,District/Kecamatan,City,Province,Additional Info
Bakmi Afu,['Quick Bites'],['Bakmi'],"['Indonesia', 'Chinese']",80000,3.7,15,"Jl. Petojo Sabangan X No. 4, Tanah Abang, Jakarta",Gambir,Jakarta Pusat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Sarapan', 'Di dalam ruangan']"
Hoque's Kitchen,['Quick Bites'],['Kopi'],"['Asia', 'Itali', 'Barat']",100000,3.8,30,"Ruko Premier Park, Jl. Premier Park II, Pinang, Tangerang",Tangerang,Tangerang Kota,Banten,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Es Campur Ko Acia,['Quick Bites'],['Snacks'],['Indonesia'],50000,3.5,6,"Jl. Dwiwarna Raya No 5, Sawah Besar, Jakarta",Sawah Besar,Jakarta Pusat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Pelangi,['Casual Dining'],['Kopi'],['Makassar'],200000,4.1,158,"Jl. Johar No. 16, Menteng, Jakarta",Menteng,Jakarta Pusat,DKI Jakarta,"['Tempat duduk di luar', 'Di dalam ruangan', 'Ruang Sholat', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Mbah Jingkrak,['Casual Dining'],['Kopi'],['Indonesia'],120000,3.9,54,"Jl. Ciater Barat No. 25, Setu, Tangerang",Serpong,Tangerang Selatan,Banten,"['Bawa Pulang Tersedia', 'Reservasi meja direkomendasikan', 'Di dalam ruangan']"
Rendezvous,['Casual Dining'],['Kopi'],['Chinese'],350000,4.4,293,"Jl. Johar No. 2B-C, Menteng, Jakarta",Menteng,Jakarta Pusat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Pesan Antar']"
Atap Rumah,['Quick Bites'],['Kopi'],"['Itali', 'Indonesia']",100000,3.6,28,"Jl. Penjernihan IV No. 9, Bendungan Hilir, Jakarta",Tanah Abang,Jakarta Pusat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Pesto Autentico,['Casual Dining'],"['Sushi', 'Steak']",['Itali'],450000,3.9,147,"Green Office Park BSD City, The Breeze, Jl. Grand Boulevard BSD, Serpong, Tangerang",Cisauk,Tangerang Kabupaten,Banten,"['Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Hanya Bir', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
De Hooi,['Bar'],['Kopi'],"['Barat', 'Indonesia']",350000,4.3,460,"Pondok Indah Plaza 2, Jl. Metro Pondok Indah, Pondok Indah, Jakarta",Kebayoran Lama,Jakarta Selatan,DKI Jakarta,"['Alkohol Tersedia', 'Sarapan', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Live Entertainment', 'Area Merokok', 'Meja Billiard', 'Kehidupan Malam', 'Wifi Tersedia']"
Soto Mie Mang Ohim,['Quick Bites'],"['Bakmi', 'Soto']","['Sunda', 'Indonesia']",80000,3.6,20,"Jl. Taman Cimanggu No. 22, Tanah Sareal, Bogor",Tanah Sereal,Bogor Kota,Jawa Barat,"['Bawa Pulang Tersedia', 'Sarapan', 'Di dalam ruangan']"
Crunchaus Salads,['Quick Bites'],['Makanan Sehat'],['Indonesia'],130000,4.1,76,"Pondok Indah Mall 1, Lantai 1, Area 51, Jl. Metro Pondok Indah, Pondok Indah, Jakarta",Kebayoran Lama,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Seafood Ayu,['Kaki Lima'],"['Seafood', 'Makanan Jalanan']",['Asia'],200000,4.3,502,"Ruko Inkopal, Blok A, Jl. Boulevard Barat, Kelapa Gading, Jakarta",Kelapa Gading,Jakarta Utara,DKI Jakarta,"['Bawa Pulang Tersedia', 'Tempat duduk di luar', 'Di dalam ruangan']"
Delicious Bakery,['Toko Kue & Roti'],"['Deli', 'Kue & Roti']",['No Region'],70000,3.2,9,"Wisma BNI 46, Lantai Ground, Jl. Jenderal Sudirman, Sudirman, Jakarta",Tanah Abang,Jakarta Pusat,DKI Jakarta,"['Hanya Bawa Pulang', 'Desserts and Bakes']"
Ten Gram Cafe,"['Quick Bites', 'Kafe']",['Kopi'],['No Region'],80000,3.1,4,"Jl. Cipete Raya No. 16, Fatmawati, Jakarta",Cilandak,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Lekker Story,['Quick Bites'],['Makanan Jalanan'],['Indonesia'],50000,3.9,92,"Jl. Tanjung Duren Raya No. 17B, Tanjung Duren, Jakarta",Grogol Petamburan,Jakarta Barat,DKI Jakarta,"['Desserts and Bakes', 'Tempat duduk di luar', 'Di dalam ruangan', 'Area Merokok', 'Bawa Pulang Tersedia']"
Icon05 Coffee & Resto,"['Toko Kue & Roti', 'Kafe']","['Kopi', 'Minuman', 'Kue & Roti']","['No Region', 'Indonesia']",210000,3.9,180,"Jl. Bintaro Utama 5, Blok EA-2 No. 47 Bintaro Jaya,, Tangerang, Pondok Aren, Jakarta",Ciputat Timur,Tangerang Selatan,Banten,"['Desserts and Bakes', 'Sarapan', 'Di dalam ruangan', 'Ruang Sholat', 'Live Entertainment', 'Area Merokok', 'Pesan Antar', 'Wifi Tersedia']"
OZT Cafe Steak & Ribs,"['Casual Dining', 'Kafe']","['Tea', 'Steak']","['No Region', 'Barat']",250000,3.6,19,"Jl. Boulevard Raya, Blok DF No. 6A, Kelapa Gading, Jakarta 14240",Kelapa Gading,Jakarta Utara,DKI Jakarta,"['Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Gurau Coffee & Pastry,"['Toko Kue & Roti', 'Kafe']","['Kopi', 'Minuman', 'Kue & Roti']",['No Region'],120000,3.4,7,"Jl. Panglima Polim IV No 22, Dharmawangsa, Jakarta",Kebayoran Baru,Jakarta Selatan,DKI Jakarta,"['Tempat duduk di luar', 'Sarapan', 'Di dalam ruangan', 'Area Merokok', 'Bawa Pulang Tersedia']"
Bube,['Toko Minuman'],"['Tea', 'Kopi']",['Indonesia'],40000,3.5,10,"Jl. Tanjung Duren Utara IIIA, Tanjung Duren, Jakarta",Grogol Petamburan,Jakarta Barat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Parc 19,"['Casual Dining', 'Lounge']",['Kopi'],"['Asia', 'Barat']",400000,4.2,573,"Jl. Taman Kemang No. 19, Kemang, Jakarta",Mampang Prapatan,Jakarta Selatan,DKI Jakarta,"['Alkohol Tersedia', 'Di dalam ruangan', 'Parkir Valet Tersedia', 'Reservasi meja direkomendasikan', 'Live Entertainment', 'Area Merokok', 'Kehidupan Malam', 'Wifi Tersedia']"
Jin Mu,['Casual Dining'],['Kopi'],['Chinese'],200000,3.8,51,"Lippo Mall Puri @ The St. Moritz, Jl. Puri Indah Boulevard Blok U No. 1, Puri Indah, Jakarta",Kembangan,Jakarta Barat,DKI Jakarta,"['Reservasi meja direkomendasikan', 'Ruang Pribadi Tersedia', 'Wifi Tersedia', 'Di dalam ruangan']"
Revolve Coffee & Eats,['Kafe'],"['Kopi', 'Minuman']","['No Region', 'Barat', 'Itali', 'Asia']",200000,4.0,83,"Rukan Columbus, Blok B No. 11, Jl. Green Lake City Boulevard, Cipondoh, Tangerang",Cipondoh,Tangerang Kota,Banten,"['Parkir Gratis', 'Di dalam ruangan', 'Area Merokok', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Kedai Kopi Tetangga Sebelah,['Toko Minuman'],"['Kopi', 'Minuman']",['No Region'],70000,3.5,16,"Apartemen Laguna, Lantai 2 No. 34A, Jl. Pluit Timur Blok MM, Pluit, Jakarta",Penjaringan,Jakarta Utara,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Gaijin Japanese Fusion,['Casual Dining'],['Kopi'],['Jepang'],300000,3.9,38,"Humble House, Jl. Wijaya 2 No. 123, Dharmawangsa, Jakarta",Kebayoran Baru,Jakarta Selatan,DKI Jakarta,"['Alkohol Tersedia', 'Di dalam ruangan', 'Parkir Valet Tersedia', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia']"
Lasagna Gulung,['Quick Bites'],['Kopi'],"['Jawa', 'Barat', 'Indonesia', 'Itali']",70000,4.2,221,"Jl. Salak No. 24, Bogor Tengah, Bogor",Bogor Tengah,Bogor Kota,Jawa Barat,"['Sarapan', 'Di dalam ruangan', 'Tempat duduk di luar', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia']"
Kopi Kosuma,['Kafe'],"['Tea', 'Kopi', 'Minuman']","['No Region', 'Itali', 'Asia']",120000,2.8,9,"Jl. Raya Condet No. 158A, Kramat Jati, Jakarta",Kramatjati,Jakarta Timur,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Sederhana Lintau,['Quick Bites'],['Kopi'],"['Indonesia', 'Padang']",70000,2.9,4,"Jl. Mangga Besar Raya, Sawah Besar, Jakarta",Sawah Besar,Jakarta Pusat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Pesan Antar']"
Smarapura,['Quick Bites'],['Kopi'],"['Indonesia', 'Bali']",150000,4.3,429,"Jl. Tebet Timur Dalam 2 No. 43, Tebet, Jakarta 12820",Tebet,Jakarta Selatan,DKI Jakarta,"['Tempat duduk di luar', 'Di dalam ruangan', 'Ruang Sholat', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Kinokawa,['Casual Dining'],['Sushi'],['Jepang'],300000,4.0,77,"Fairgrounds, SCBD Lot 14, Jl. Jenderal Sudirman, SCBD, Jakarta",Kebayoran Baru,Jakarta Selatan,DKI Jakarta,"['Reservasi meja direkomendasikan', 'Wifi Tersedia', 'Di dalam ruangan']"
Sate Ayam Barokah H Basiri,['Quick Bites'],"['Ayam', 'Satay']",['Indonesia'],100000,3.7,14,"Jl. Sultan Iskandar Muda No. 5A, Gandaria, Jakarta",Kebayoran Lama,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Pesan Antar']"
Kedai Art of Soya,['Dessert Parlor'],['Desserts'],['Medan'],40000,3.7,30,"Jl. Sentra Onderdil II, Blok FB No. 61, Medan Satria, Bekasi 17132",Medan Satria,Bekasi Kota,Jawa Barat,"['Bawa Pulang Tersedia', 'Desserts and Bakes', 'Tempat duduk di luar', 'Di dalam ruangan']"
The Grand Duck King,['Casual Dining'],['Kopi'],['Chinese'],400000,4.3,256,"Grand Indonesia Mall, East Mall, Lantai 3A, Jl. M.H. Thamrin No. 1, Thamrin, Jakarta",Menteng,Jakarta Pusat,DKI Jakarta,"['Pesan Antar', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Hanya Bir', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Bakso Bakwan Malang,['Quick Bites'],"['Bakso', 'Snacks']","['Jawa', 'Indonesia']",40000,3.5,11,"Taman Jajan CBD, Jl. Boulevard Bintaro Jaya, Bintaro Sektor 7, Pondok Aren, Tangerang 12750",Pondok Aren,Tangerang Selatan,Banten,"['Bawa Pulang Tersedia', 'Tempat duduk di luar']"
Martabak Air Mancur,['Quick Bites'],"['Martabak', 'Makanan Jalanan']",['Indonesia'],70000,3.9,69,"Jl. Jend. Sudirman No. 64, Bogor Tengah, Bogor",Bogor Tengah,Bogor Kota,Jawa Barat,"['Desserts and Bakes', 'Tempat duduk di luar', 'Di dalam ruangan', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia']"
Puyo Silky Desserts,['Dessert Parlor'],['Desserts'],['Indonesia'],40000,4.1,168,"Kota Kasablanka, Lantai Lower Ground, Jl. Casablanca Raya, Tebet, Jakarta",Tebet,Jakarta Selatan,DKI Jakarta,"['Hanya Bawa Pulang', 'Desserts and Bakes']"
Pondok Makan Mirah,['Quick Bites'],['Seafood'],['Indonesia'],120000,3.8,38,"Jl. Tebet Barat Dalam Raya No. 57, Tebet, Jakarta",Tebet,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Palm Court - Four Seasons,['Casual Dining'],['Kopi'],['Indonesia'],500000,4.1,101,"Four Seasons Hotel Jakarta, Jl. Jend. Gatot Subroto Kav. 18, Gatot Subroto, Jakarta 12710",Kebayoran Baru,Jakarta Selatan,DKI Jakarta,"['Tempat duduk di luar', 'Di dalam ruangan', 'Sarapan', 'Hanya Wine dan Bir', 'Reservasi meja direkomendasikan', 'Menyediakan cocktail']"
Teh Tarik Johny,['Quick Bites'],['Tea'],['Aceh'],150000,2.9,8,"Jl. Senopati No. 33, Senopati, Jakarta",Kebayoran Baru,Jakarta Selatan,DKI Jakarta,"['Sarapan', 'Di dalam ruangan', 'Area Merokok', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Soto Padang H. St. Mangkuto,['Quick Bites'],['Soto'],"['Indonesia', 'Padang']",130000,3.9,61,"Jl. KH Ahmad Dahlan No. 22B, Pondok Indah, Jakarta",Kebayoran Baru,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Sushikaki,['Quick Bites'],['Sushi'],"['Indonesia', 'Jepang']",100000,3.8,64,"Jl. Raya Pajajaran No. 21C, Bogor Tengah, Bogor",Bogor Tengah,Bogor Kota,Jawa Barat,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Tempat duduk di luar', 'Area Merokok']"
Santiga Seafood (Abeng),['Quick Bites'],['Seafood'],['Asia'],200000,4.2,131,"Jl. Fatmawati Raya No 41, Fatmawati, Jakarta",Cilandak,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Pesan Antar']"
Bendino Cafea,['Kafe'],['Kopi'],"['No Region', 'Asia']",100000,3.6,31,"Jl. IKPN No.4, Bintaro, Jakarta",Pesanggrahan,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Wifi Tersedia', 'Di dalam ruangan']"
Khao Khao Urban Thai,['Quick Bites'],['Kopi'],"['Thai', 'Indonesia']",150000,4.5,738,"Neo SOHO Mall, Lantai Lower Mezzaine, Jl. Letjen S. Parman, Tanjung Duren, Jakarta",Grogol Petamburan,Jakarta Barat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Wifi Tersedia', 'Di dalam ruangan']"
Domino's Pizza,['Quick Bites'],"['Makanan Cepat Saji', 'Pizza']",['Indonesia'],160000,3.6,4,"Garden Shopping Arcade, Jl. S.Parman Blok B No.08, Tanjung Duren, Jakarta, Tanjung Duren, Jakarta",Grogol Petamburan,Jakarta Barat,DKI Jakarta,"['Tempat duduk di luar', 'Di dalam ruangan', 'Sarapan', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
ROMANSA,['Casual Dining'],['Kopi'],"['Barat', 'Indonesia']",150000,3.8,274,"Jl. H. Agus Salim No. 18, Menteng, Jakarta 10340",Menteng,Jakarta Pusat,DKI Jakarta,"['Ruang Pribadi Tersedia', 'Tempat duduk di luar', 'Sarapan', 'Hanya untuk reservasi meja', 'Di dalam ruangan', 'Ruang Sholat', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Paramount Cantonese,['Casual Dining'],['Kopi'],['Chinese'],330000,4.0,98,"Jl. R.P. Soeroso No. 35, Menteng, Jakarta",Menteng,Jakarta Pusat,DKI Jakarta,"['Reservasi meja direkomendasikan', 'Wifi Tersedia', 'Di dalam ruangan']"
Jiwa Toast,['Quick Bites'],"['Minuman', 'Kue & Roti']",['Indonesia'],80000,3.4,32,"Jl. Tanjung Duren Raya No.55, Tanjung Duren, Jakarta",Grogol Petamburan,Jakarta Barat,DKI Jakarta,"['Tempat duduk di luar', 'Sarapan', 'Di dalam ruangan', 'Area Merokok', 'Bawa Pulang Tersedia']"
Yoshinoya,['Quick Bites'],['Makanan Cepat Saji'],['Jepang'],100000,3.2,23,"Jl. Mangga Besar Raya No. 90, Sawah Besar, Jakarta",Tamansari,Jakarta Barat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Pesan Antar']"
Bakmi Aboen,['Quick Bites'],['Bakmi'],"['Indonesia', 'Chinese']",70000,4.3,329,"Jl. Gang Kelinci No. 16, Pasar Baru, Jakarta",Sawah Besar,Jakarta Pusat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Mie Alip,['Quick Bites'],"['Bakmi', 'Bakso']",['Indonesia'],80000,4.0,177,"Jl. Sukarjo Wiryopranoto No. 20C, Pecenongan, Jakarta",Gambir,Jakarta Pusat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Sarapan', 'Di dalam ruangan']"
Capstone Resto & Cafe,"['Casual Dining', 'Kafe']",['Kopi'],"['No Region', 'Indonesia', 'Barat']",120000,2.9,14,"Jl. Sancang No. 2, Bogor Tengah, Bogor",Bogor Tengah,Bogor Kota,Jawa Barat,"['Tempat duduk di luar', 'Di dalam ruangan', 'Live Music', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Hanya Bir', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Kopimana27,"['Quick Bites', 'Kafe']","['Kopi', 'Minuman']","['No Region', 'Barat', 'Asia']",130000,4.5,500,"Jl. Prof. Dr. Soepomo No. 45, Tebet, Jakarta 12810",Tebet,Jakarta Selatan,DKI Jakarta,"['Sarapan', 'Di dalam ruangan', 'Ruang Sholat', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Yoshinoya,['Quick Bites'],['Makanan Cepat Saji'],['Jepang'],100000,3.9,86,"Puri Indah Mall, Lantai 2, Jl. Puri Indah Raya, Puri Indah, Jakarta",Kembangan,Jakarta Barat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Wifi Tersedia', 'Pesan Antar']"
Bogor Cafe - Hotel Borobudur,"['Casual Dining', 'Kafe']",['Kopi'],"['Indonesia', 'Jawa', 'No Region', 'Sunda', 'Kontinental']",450000,4.2,261,"Hotel Borobudur, Jl. Lapangan Banteng Selatan, Pasar Baru, Jakarta",Sawah Besar,Jakarta Pusat,DKI Jakarta,"['Sarapan', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Hanya Bir', 'Wifi Tersedia']"
Crunchaus Salads,['Quick Bites'],['Makanan Sehat'],['Indonesia'],130000,3.4,5,"Pacific Century Place, PAC 10, Food Pavilion. Jl. Jend. Sudirman No. 52-53, SCBD, Jakarta",Kebayoran Baru,Jakarta Selatan,DKI Jakarta,"['Bawa Pulang Tersedia', 'Wifi Tersedia', 'Di dalam ruangan']"
Kinkitsuya,['Kafe'],['Kopi'],['Jepang'],150000,3.7,14,"Ruko Cordoba, Blok H No. 25, Bukit Golf Mediterania, Jl. Marina Indah Raya, Pantai Indah Kapuk, Jakarta",Penjaringan,Jakarta Utara,DKI Jakarta,"['Di dalam ruangan', 'Pilihan Vegan', 'Bawa Pulang Tersedia', 'Wifi Tersedia', 'Ramah Vegetarian']"
Kedai Bakmi Babat Senen,['Quick Bites'],"['Bakmi', 'Bakso', 'Makanan Jalanan']",['Indonesia'],80000,3.5,54,"Jl. Kramat Raya No. 118, Senen, Jakarta",Senen,Jakarta Pusat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Sarapan', 'Di dalam ruangan']"
Pick Cup,['Toko Minuman'],['Minuman'],['Indonesia'],40000,3.4,9,"Ruko Tanah Abang Bukit, Jl. Ps. Tanah Abang, Tanah Abang, Jakarta",Tanah Abang,Jakarta Pusat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Hiroyuki Ramen,['Quick Bites'],['Ramen'],"['Indonesia', 'Jepang']",100000,3.4,4,"Jl. Tanjung Duren Barat 1 No. 11, Tanjung Duren, Jakarta",Grogol Petamburan,Jakarta Barat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Maketh Coffee & Eatery,['Kafe'],"['Tea', 'Kopi', 'Minuman', 'Desserts']","['No Region', 'Barat', 'Asia']",150000,4.1,116,"Jl. Danau Agung 2 No. 15A, Sunter, Jakarta 14350",Tanjung Priok,Jakarta Utara,DKI Jakarta,"['Sarapan', 'Di dalam ruangan', 'Area Merokok', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Suasana Restaurant - The Kuningan Suites,['Casual Dining'],['Kopi'],['Indonesia'],400000,3.9,76,"The Kuningan Suites, Lantai Ground, Jl. Setiabudi Utara, Setiabudi, Jakarta",Setiabudi,Jakarta Selatan,DKI Jakarta,"['Pesan Antar', 'Ruang Pribadi Tersedia', 'Tempat duduk di luar', 'Sarapan', 'Di dalam ruangan', 'Parkir Valet Tersedia', 'Reservasi meja direkomendasikan', 'Ruang Sholat', 'Area Merokok', 'Hanya Bir', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Osaka Ohsho,['Casual Dining'],['Kopi'],['Jepang'],250000,4.1,245,"Grand Indonesia Mall, West Mall, Lantai 3A, Jl. M.H. Thamrin No. 1, Thamrin, Jakarta",Tanah Abang,Jakarta Pusat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Hanya Bir']"
Lewis & Carroll Tea,['Kafe'],"['Tea', 'Kopi']","['No Region', 'Barat']",250000,4.3,496,"Grand Indonesia Mall, Lantai Upper Ground, Central Department Store, Jl. M.H. Thamrin No. 1, Thamrin, Jakarta",Menteng,Jakarta Pusat,DKI Jakarta,"['Sarapan', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Saung Apung,['Casual Dining'],['Kopi'],"['Sunda', 'Indonesia']",180000,3.7,54,"Villa Nusa Indah 2, Jl. Campur Sari 3, Blok GG No. 1, Jatiasih, Bekasi",Gunung Putri,Bogor Kabupaten,Jawa Barat,"['Tempat duduk di luar', 'Hanya untuk reservasi meja', 'Di dalam ruangan', 'Ruang Sholat', 'Bawa Pulang Tersedia']"
Mpek Mpek & Es Campur Nana,['Quick Bites'],['Pempek'],['Palembang'],100000,3.9,34,"Ruko Colosseum No. 29, Jl. Green Lake City Boulevard, Cipondoh, Tangerang",Cipondoh,Tangerang Kota,Banten,"['Bawa Pulang Tersedia', 'Di dalam ruangan', 'Pesan Antar']"
Ono Steak,['Quick Bites'],"['Tea', 'Steak']","['No Region', 'Barat', 'Indonesia']",150000,3.8,28,"Jl. Pandu Raya No. 52, Bogor Utara, Bogor",Bogor Utara,Bogor Kota,Jawa Barat,"['Ruang Pribadi Tersedia', 'Di dalam ruangan', 'Ruang Sholat', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Pesan Antar', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Alibaba Seafood,['Quick Bites'],['Seafood'],['Asia'],100000,3.6,13,"Jl. Tubagus Angke, Blok A No. 5, Jelambar, Jakarta",Grogol Petamburan,Jakarta Barat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Jun Njan,['Casual Dining'],['Seafood'],['Chinese'],280000,3.9,80,"Mall of Indonesia, Lantai 1, Jl. Boulevard Barat Raya, Kelapa Gading, Jakarta",Kelapa Gading,Jakarta Utara,DKI Jakarta,"['Pesan Antar', 'Ruang Pribadi Tersedia', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Hanya Bir', 'Bawa Pulang Tersedia', 'Wifi Tersedia']"
Kebab Turki AB,['Quick Bites'],['Kebab'],['Turki'],50000,4.2,117,"Pasar Mayestik, Lantai Ground, Jl. Tebah, Blok M, Jakarta",Kebayoran Baru,Jakarta Selatan,DKI Jakarta,['Hanya Bawa Pulang']
Amen Express,['Casual Dining'],"['Dimsum', 'Bakmi']","['Indonesia', 'Chinese']",150000,3.6,14,"Jl. Raya Hanjawar No. 8, Cisarua, Bogor",Cipanas,Cianjur,Jawa Barat,"['Tempat duduk di luar', 'Sarapan', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Bawa Pulang Tersedia']"
Hugo Soju Bar & Eatery,"['Casual Dining', 'Bar']",['Kopi'],"['Barat', 'Itali', 'Asia']",250000,4.2,328,"Ruko Garden House, Blok B No. 26, Bukit Golf Mediterania, Pantai Indah Kapuk, Jakarta",Penjaringan,Jakarta Utara,DKI Jakarta,"['Kehidupan Malam', 'Reservasi meja direkomendasikan', 'Alkohol Tersedia', 'Di dalam ruangan']"
Kebun Kopi & Kitchen,['Kafe'],"['Tea', 'Kopi', 'Minuman']","['No Region', 'Barat']",120000,3.7,22,"Jl. Festival Ave Blok AA 16 No. 37, Lambang Sari, Mustikajaya, Bekasi",Tambun Selatan,Bekasi Kabupaten,Jawa Barat,"['Bawa Pulang Tersedia', 'Area Merokok', 'Di dalam ruangan']"
Ayam Goreng Buni,['Quick Bites'],['Ayam'],['Indonesia'],100000,3.3,10,"Jl. Mangga Besar I No. 42, Mangga Besar, Jakarta",Tamansari,Jakarta Barat,DKI Jakarta,"['Bawa Pulang Tersedia', 'Sarapan', 'Di dalam ruangan']"
Thai Street,['Food Court'],['Kopi'],['Thai'],200000,2.5,7,"Emporium Pluit Mall, Food Empire, Lantai 4, Jl. Pluit Selatan Raya, Pluit, Jakarta",Penjaringan,Jakarta Utara,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Street Kings,['Quick Bites'],['Kebab'],['Barat'],160000,4.0,89,"Ciputra World, Lotte Shopping Avenue, Lantai Lower Ground, Jl. Prof Dr Satrio, Karet, Jakarta",Setiabudi,Jakarta Selatan,DKI Jakarta,"['Ramah untuk Anak', 'Di dalam ruangan', 'No Additional Info', 'Pilihan Vegan', 'Bawa Pulang Tersedia']"
Bakmie Atham,['Quick Bites'],['Bakmi'],"['Indonesia', 'Chinese']",120000,3.7,72,"Jl. Kelapa Kopyor Raya, Blok W1 No.14, Kelapa Gading, Jakarta",Kelapa Gading,Jakarta Utara,DKI Jakarta,"['Bawa Pulang Tersedia', 'Di dalam ruangan']"
Seorae,['Casual Dining'],"['Grill House', 'Barbekyu']",['Korea'],250000,4.0,240,"Flavor Bliss Kavling ll no 5A, Jl. Alam Sutera Boulevard No.Utama, Pakulonan, North Serpong, South Tangerang City, Banten 15325",Serpong Utara,Tangerang Selatan,Banten,"['Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Wifi Tersedia', 'Hanya Bir']"
Kembang Goela,['Casual Dining'],['Satay'],"['Indonesia', 'Betawi']",400000,4.4,306,"Plaza Sentral, Jl. Jenderal Sudirman, Sudirman, Jakarta",Setiabudi,Jakarta Selatan,DKI Jakarta,"['Ruang Pribadi Tersedia', 'Di dalam ruangan', 'Ruang Sholat', 'Reservasi meja direkomendasikan', 'Live Entertainment', 'Area Merokok', 'Hanya Bir', 'Wifi Tersedia']"
Khubilai Khan Mongolian Hot Pot,['Casual Dining'],['Grill House'],['Mongolia'],500000,4.0,194,"Jl. Panjang No. 22, Kebon Jeruk, Jakarta 11530",Kebon Jeruk,Jakarta Barat,DKI Jakarta,"['Ruang Pribadi Tersedia', 'Di dalam ruangan', 'Reservasi meja direkomendasikan', 'Area Merokok', 'Hanya Bir', 'Wifi Tersedia']"
